Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
SE,2805000,Pedra Mole,30.5816264817,76.414369638,88.5596671045,226.2377872877,
SE,2805109,Pedrinhas,111.1293837501,348.5295904586,425.1738302723,654.2225401245,
SE,2805208,Pinhão,89.0212290096,343.3550054353,206.2702283988,438.4171293612,
SE,2805307,Pirambu,49.8994409783,205.4782186293,249.7161917191,809.964013631,
SE,2805406,Poço Redondo,126.4032829091,553.0052055165,701.1709975819,1194.7096316595,
SE,2805505,Poço Verde,235.977537649,804.9191539484,738.0388903506,1645.7189004442,
SE,2805604,Porto da Folha,227.9815262751,1107.5405049672,886.3305716596,1519.1021520652,
SE,2805703,Propriá,1001.5688058026,2189.0917707958,1935.7283649902,3709.070674274,
SE,2805802,Riachão do Dantas,361.5505807696,1041.8981758457,773.8187121489,1225.3038797445,
SE,2805901,Riachuelo,183.3515466784,436.459809966,410.1183102481,728.7803310095,
SE,2806008,Ribeirópolis,264.5497712083,1103.4785648243,847.0095437559,1764.4872206426,
SE,2806107,Rosário do Catete,139.0124892894,374.8062990753,370.1433990598,806.9370231958,
SE,2806206,Salgado,191.483837226,733.033190279,830.1960676079,1621.6462496934,
SE,2806305,Santa Luzia do Itanhy,207.1027836545,384.7108681817,335.7768713469,790.248514148,
SE,2806404,Santana do São Francisco,,,,394.2457551226,
SE,2806503,Santa Rosa de Lima,40.7735689376,142.0248871432,146.6462961187,276.5667707645,
SE,2806602,Santo Amaro das Brotas,161.6087361057,488.2841139172,431.4038582698,933.7494038107,
SE,2806701,São Cristóvão,639.8877449731,1716.7337616858,3114.4836787249,8174.5933701536,
SE,2806800,São Domingos,143.0196769065,312.1878656966,399.0968909073,729.7086022709,
SE,2806909,São Francisco,48.8014754373,108.3988886926,141.5669408166,204.7256379887,
SE,2807006,São Miguel do Aleixo,47.686112555,129.1040839651,149.4115163551,234.1011359275,
SE,2807105,Simão Dias,673.0045506925,1705.4699404658,1790.2423574146,3157.8913060927,
SE,2807204,Siriri,125.1062144618,303.9738823684,307.3156149875,632.2639630909,
SE,2807303,Telha,38.8453636081,111.6855663072,87.5675356437,201.8051700853,
SE,2807402,Tobias Barreto,528.7544951472,2731.8292619253,2157.5778662051,4330.8948052026,
SE,2807501,Tomar do Geru,222.7429935002,435.2277147071,465.730310615,741.5849550819,
SE,2807600,Umbaúba,115.1945625049,740.8435693274,1028.7611380319,1690.5256195046,
SP,3500105,Adamantina,2686.4752165221,7480.540753849,6404.2728261141,11693.012903538,
SP,3500204,Adolfo,226.0803834765,542.928540047,445.4110876549,806.3471639939,
SP,3500303,Aguaí,1192.9540580945,3539.0540859717,3703.8437408333,8645.5583355642,
SP,3500402,Águas da Prata,493.4746199905,1586.2795658461,1377.4227915923,2410.3187560489,
SP,3500501,Águas de Lindóia,623.1688999657,2706.0733677123,2289.6821657422,6421.1916913164,
SP,3500550,Águas de Santa Bárbara,278.6271198922,868.6716938472,920.5710608033,1560.5330230422,
SP,3500600,Águas de São Pedro,138.9129378363,398.4067546678,808.4112566279,1663.1376576913,
SP,3500709,Agudos,1478.1206452846,4407.2551471195,4902.5419865821,8492.5560064431,
SP,3500758,Alambari,,,,764.3636979262,
SP,3500808,Alfredo Marcondes,375.0093573176,535.6292975023,527.7551025437,823.2041087419,
SP,3500907,Altair,98.6835190743,342.6991932856,438.8737476047,786.9135946206,
SP,3501004,Altinópolis,993.6588146163,3199.4996277653,2656.9502575907,5989.509961297,
SP,3501103,Alto Alegre,261.5178012241,703.5961096056,453.6627743843,876.6514451005,
SP,3501152,Alumínio,,,,4535.1304915843,
SP,3501202,Álvares Florence,353.3979933238,1027.9856567338,435.5426462403,1076.3834400741,
SP,3501301,Álvares Machado,944.2146040691,2382.3347041735,2522.36826381,5755.510861098,
SP,3501400,Álvaro de Carvalho,225.37869071,391.3676504944,269.3422373183,492.2220930207,
SP,3501509,Alvinlândia,161.7121536346,492.7069590861,280.3222526934,523.1652883466,
SP,3501608,Americana,9156.797747936,37584.5707790594,45893.3336120275,85291.4391996796,
SP,3501707,Américo Brasiliense,409.2917849054,2566.8783702581,3744.6153704306,6755.1569486515,
SP,3501806,Américo de Campos,305.1068398985,1332.7236003572,701.0890249698,1307.3444235285,
SP,3501905,Amparo,3456.3597619056,11137.7607459835,11352.4415465847,26437.1816039538,
SP,3502002,Analândia,194.9381759968,394.4466565018,506.5264064257,1130.7815246048,
SP,3502101,Andradina,4675.2078295152,10119.9196344354,9339.3783468085,19271.3431853337,
SP,3502200,Angatuba,898.4924580452,2584.3808078556,3298.7692377207,4789.1342063952,
SP,3502309,Anhembi,232.5531609661,490.7764868388,469.0522986102,1113.9832962836,
SP,3502408,Anhumas,181.6282433689,430.0335946631,318.8366042059,554.8170811811,
SP,3502507,Aparecida,2084.8132965024,6134.2026778601,7301.0754459965,11086.4183918309,
SP,3502606,Aparecida d'Oeste,307.8875149526,717.1182867452,591.1853063952,1218.5720505869,
SP,3502705,Apiaí,903.2284009598,3439.3438905702,3595.4399172331,4571.0106463188,
SP,3502754,Araçariguama,,,,2977.9650096434,
SP,3502804,Araçatuba,11782.4518592074,35388.917436774,40741.8201855789,83856.0221734831,
SP,3502903,Araçoiaba da Serra,375.9749097608,1552.9843185939,2539.8953301665,6093.2338137926,
SP,3503000,Aramina,243.5009212505,555.5206530612,739.0728165307,1180.970511387,
SP,3503109,Arandu,271.1114684424,407.7205238147,522.836148906,1126.950599086,
SP,3503158,Arapeí,,,,393.6291104198,
SP,3503208,Araraquara,12813.2105041861,38751.0881386471,45004.7555955064,79153.3125144398,
SP,3503307,Araras,5286.4025260587,18322.5637793135,20998.0924248558,38609.7347120402,
SP,3503356,Arco-Íris,,,,274.6821750343,
SP,3503406,Arealva,326.6031881358,973.9408123618,917.7828759727,1955.088908518,
SP,3503505,Areias,192.9539125675,369.3209011202,313.4184784813,713.0900052464,
SP,3503604,Areiópolis,315.4311954522,980.0265537612,1292.1522470625,2050.7484660046,
SP,3503703,Ariranha,329.6419237529,892.7494580979,1143.2724967435,1626.7114469636,
SP,3503802,Artur Nogueira,903.4767963331,3930.9334554361,5848.5485289265,10316.0447293482,
SP,3503901,Arujá,965.8965239472,4878.5401638566,8204.4453229095,19685.0230417541,
SP,3503950,Aspásia,,,,322.3330377717,
SP,3504008,Assis,5907.9921340403,15858.7917857193,18123.9145644908,34217.4494539834,
SP,3504107,Atibaia,4163.9705240382,15742.676563869,21674.0461177589,48858.740138592,
SP,3504206,Auriflama,770.0527196829,1973.8674138698,2433.5633742358,4346.578379701,
SP,3504305,Avaí,268.593686546,809.6852061315,435.6282651192,954.7474870421,
SP,3504404,Avanhandava,337.9481877137,1207.5875002545,1175.7312222739,1861.2861355779,
SP,3504503,Avaré,3767.7625063235,10174.2631943641,12675.7034141564,27674.2090580703,
SP,3504602,Bady Bassitt,113.1213793311,490.8702190939,1151.7363479741,3611.3230337063,
SP,3504701,Balbinos,53.5760791104,232.0601843463,137.5563531725,296.9121625355,
SP,3504800,Bálsamo,338.144391063,915.9532541999,1081.8348069092,3139.7401989464,
SP,3504909,Bananal,824.0753305538,1560.7544178634,1199.3993184432,2508.2506164818,
SP,3505005,Barão de Antonina,252.3600340576,443.7774674041,244.2035668852,478.3124794215,
SP,3505104,Barbosa,279.1113458922,664.8634954581,583.4708650801,1116.4007892893,
SP,3505203,Bariri,1512.3702112277,4274.0014394441,4542.0196579499,9393.8465235401,
SP,3505302,Barra Bonita,1778.1629258214,7752.1091285066,9438.4627353979,12982.0000599492,
SP,3505351,Barra do Chapéu,,,,499.6827712601,
SP,3505401,Barra do Turvo,177.6075244863,411.1174667637,485.864162204,831.6450243464,
SP,3505500,Barretos,6621.9258632233,18697.322092134,20591.232477908,40658.6943570806,
SP,3505609,Barrinha,587.2095619786,2354.0568208724,3214.3233296882,5157.2648727271,
SP,3505708,Barueri,3671.6305973093,16341.4943051462,37901.6171460275,101719.868782103,
SP,3505807,Bastos,1298.018535357,4818.0887288125,4975.7135465155,5032.3139341,
SP,3505906,Batatais,2795.2221310304,9229.1256946319,9902.2944671983,18307.7147607232,
SP,3506003,Bauru,18291.8816808682,57354.4627768618,73450.8731566852,154809.187557164,
SP,3506102,Bebedouro,3928.101236513,12222.9393873557,13852.7275386821,25121.0576003019,
SP,3506201,Bento de Abreu,151.8855553464,323.1903836128,384.0538189729,503.2823931874,
SP,3506300,Bernardino de Campos,871.4192953962,1338.9731939826,1591.2690606475,2974.5965245571,
SP,3506359,Bertioga,,,,10003.7581106234,
SP,3506409,Bilac,379.2166143599,787.6586638544,940.5673020626,1901.4364238271,
SP,3506508,Birigui,3262.8017749868,11468.0680602166,16296.4889640407,34653.5863542925,
SP,3506607,Biritiba-Mirim,765.0045911435,2600.8629438699,2764.2998855758,5843.3703684901,
SP,3506706,Boa Esperança do Sul,410.9483984065,1835.4526075042,1738.1921373891,3026.683188977,
SP,3506805,Bocaina,522.5194813223,1781.3811937118,1596.5052906629,2845.055798753,
SP,3506904,Bofete,274.2159273489,713.1964073237,727.6119921481,2138.4813057757,
SP,3507001,Boituva,716.2765711473,2919.8629759426,4760.1026334117,11168.3114752939,
SP,3507100,Bom Jesus dos Perdões,325.4134032934,1342.2075392483,2071.8428383742,3852.3252234468,
SP,3507159,Bom Sucesso de Itararé,,,,428.2741150069,
SP,3507209,Borá,49.7766930701,116.960828375,57.8587845305,186.0423852002,
SP,3507308,Boracéia,129.8102622507,478.1306077128,449.9171739588,949.2488494766,
SP,3507407,Borborema,492.7951571601,1908.9564830904,2364.8692140023,3484.142119129,
SP,3507456,Borebi,,,,359.1546921213,
SP,3507506,Botucatu,6721.3226732917,17971.8765995899,24608.0794239087,45447.6026019914,
SP,3507605,Bragança Paulista,6209.1990699264,19522.1771379039,26199.2477548022,48950.7805528954,
SP,3507704,Braúna,270.5499209254,772.4703645176,546.6489595081,1105.2252911455,
SP,3507753,Brejo Alegre,,,,388.6339376598,
SP,3507803,Brodowski,612.1389855695,2257.4603106205,2852.7653607589,5390.7095584406,
SP,3507902,Brotas,913.0549992481,2500.5942977863,2461.8789074344,6451.2673898921,
SP,3508009,Buri,624.3045597462,1724.7573681729,1515.4617613298,3021.931240977,
SP,3508108,Buritama,455.3715429453,1754.9792996646,1853.918394924,3970.2173439283,
SP,3508207,Buritizal,343.4293167481,524.22259284,539.5213893594,838.016611668,
SP,3508306,Cabrália Paulista,187.5713684672,489.1494346829,534.9660617371,824.8474477686,
SP,3508405,Cabreúva,629.0646656349,2522.5439097183,3964.693754844,8889.1274929493,
SP,3508504,Caçapava,3334.2429905937,13901.5035556957,14422.2297159344,27243.5499503053,
SP,3508603,Cachoeira Paulista,1376.4235200863,4151.9550537661,3860.4486580931,7372.403369427,
SP,3508702,Caconde,889.3056953099,2533.5139439419,2002.5142458991,4538.4180582166,
SP,3508801,Cafelândia,1306.2049509665,3127.6990177986,1911.8344192083,4903.9512804175,
SP,3508900,Caiabu,282.7367585193,316.5159032883,296.4346496344,670.7822068493,
SP,3509007,Caieiras,2145.1231132221,6452.8966015358,8454.1462285327,22571.4608093886,
SP,3509106,Caiuá,202.7070554146,288.3125308572,249.5417086387,604.2812671188,
SP,3509205,Cajamar,899.4638096022,3929.0706836846,5747.5099289838,14895.402651555,
SP,3509254,Cajati,,,,4906.4726678497,
SP,3509304,Cajobi,389.9295105365,1333.7012922968,2064.325732277,1915.8864229577,
SP,3509403,Cajuru,1110.4742294207,2862.0077272211,3478.7899017196,5819.4240730463,
SP,3509452,Campina do Monte Alegre,,,,1038.9257161653,
SP,3509502,Campinas,68677.9011664005,249190.615604582,322091.434370147,585428.487279944,
SP,3509601,Campo Limpo Paulista,954.4780689283,4906.981540943,9032.0456431094,20517.0263260358,
SP,3509700,Campos do Jordão,1818.3053578767,5480.7442740809,7911.3744883493,16614.5287880401,
SP,3509809,Campos Novos Paulista,179.940701261,454.596777294,446.670637685,822.0358904071,
SP,3509908,Cananéia,399.0051235911,1077.0250105045,1068.444972829,2817.5258310605,
SP,3509957,Canas,,,,576.5551127674,
SP,3510005,Cândido Mota,1250.918133293,4063.0710234338,4523.0157929656,7519.0088359618,
SP,3510104,Cândido Rodrigues,180.3650030853,317.4186811119,318.3770281227,577.0250361012,
SP,3510153,Canitar,,,,529.46030304,
SP,3510203,Capão Bonito,1207.5069341077,6717.3675357887,6241.2146011431,8524.7470187355,
SP,3510302,Capela do Alto,214.2134636591,1066.4230501219,1515.6397948609,2708.3116939713,
SP,3510401,Capivari,1755.8199069731,6671.6373517894,8445.4762917077,13041.8946811747,
SP,3510500,Caraguatatuba,1589.8628020567,7916.6897956883,10817.8772022824,25447.2443325327,
SP,3510609,Carapicuíba,5169.1019187353,39447.8419728539,58374.0409393456,93640.2703312281,
SP,3510708,Cardoso,938.3507335257,2037.8563902456,1885.5833047632,2815.209905822,
SP,3510807,Casa Branca,1760.6012762789,4745.4864213124,5085.3998441858,8633.1027002589,
SP,3510906,Cássia dos Coqueiros,130.4993902707,750.3905041795,337.017603358,671.8699560795,
SP,3511003,Castilho,1149.9420312405,1816.3110651807,2129.8136235799,2765.588513997,
SP,3511102,Catanduva,5795.4255365935,18393.9464473705,23030.4163825107,40173.8290114692,
SP,3511201,Catiguá,264.0945407772,773.4794200224,927.0412864041,1586.166412976,
SP,3511300,Cedral,474.6207345956,1167.2922636753,912.6022382356,1868.4417275994,
SP,3511409,Cerqueira César,747.2467382518,1830.4234598136,2450.9260940754,3983.081634582,
SP,3511508,Cerquilho,677.7240627847,3522.9358569248,5653.0798532933,12264.7579900956,
SP,3511607,Cesário Lange,314.9431033763,1357.1313541197,1635.6607865493,2800.4358596461,
SP,3511706,Charqueada,585.6186717669,1994.8293871316,1955.550669403,3607.0562649298,
SP,3511904,Clementina,367.2114823309,633.0270572367,678.7557094393,1047.3386912963,
SP,3512001,Colina,801.0451167235,2572.6003839106,2725.8185247803,4432.2713320465,
SP,3512100,Colômbia,237.2900703996,850.9288769244,650.3223658422,1530.7206140726,
SP,3512209,Conchal,468.3760555811,2566.3013702674,3553.9874287681,5572.0498577093,
SP,3512308,Conchas,759.2035443327,2301.130042797,2453.0986758542,5459.0080789822,
SP,3512407,Cordeirópolis,870.4083165618,2455.8412232603,2783.6442261893,6393.3821576487,
SP,3512506,Coroados,249.0178114865,875.0130034984,846.9660613967,1062.2155012035,
SP,3512605,Coronel Macedo,481.9498478857,825.5638175398,597.160639045,973.9655070205,
SP,3512704,Corumbataí,189.1419617807,620.9026645908,548.1183042585,1083.8122016435,
SP,3512803,Cosmópolis,1505.9032328519,5689.8401903536,7672.6868945536,13213.9940155249,
SP,3512902,Cosmorama,423.297611186,1416.0461984912,940.456420484,1639.4322098692,
SP,3513009,Cotia,3306.0815275933,19130.6489507603,31491.6059455289,63301.1225449467,
SP,3513108,Cravinhos,1148.626598933,3231.2999530817,5278.3655756831,9879.4927498665,
SP,3513207,Cristais Paulista,289.1264153781,790.8676942424,671.9577143677,1648.6066249683,
SP,3513306,Cruzália,398.4793372757,1255.8699615851,1544.7516941159,696.4957587293,
SP,3513405,Cruzeiro,4390.4558789598,11706.8070261764,11342.161702563,22838.2381830323,
SP,3513504,Cubatão,5688.5643005803,19103.9175600574,16190.6374670388,28663.3296685367,
SP,3513603,Cunha,836.2399382115,2310.9876561656,2274.6199409842,3460.1329669666,
SP,3513702,Descalvado,1344.5718876883,4984.5896974853,6089.1556890805,10253.9535832075,
SP,3513801,Diadema,8182.2276828224,51953.9012495909,64656.1869051723,103080.921053242,
SP,3513850,Dirce Reis,,,,303.0857118394,
SP,3513900,Divinolândia,805.681508185,1488.4242116946,1905.2039323609,2789.2105150266,
SP,3514007,Dobrada,203.7982553229,858.3118153833,1202.1985777698,1515.5262625916,
SP,3514106,Dois Córregos,1097.6378910843,3622.9031887564,4038.2409669375,7532.3132273929,
SP,3514205,Dolcinópolis,116.6704369601,294.1451234798,211.2680270288,428.6025262389,
SP,3514304,Dourado,444.4363474074,1447.7955356114,1627.7586997049,2239.8320254221,
SP,3514403,Dracena,3030.9696371665,8459.9837660758,7965.6631238304,14518.7288943758,
SP,3514502,Duartina,935.5439624596,1980.7041782421,2007.4006857725,3143.4654887555,
SP,3514601,Dumont,216.4857497391,844.3772969706,1177.0577481391,2274.6999969511,
SP,3514700,Echaporã,329.4824481241,964.7547377306,990.2947570148,1553.2250855075,
SP,3514809,Eldorado,502.3675609613,1261.9311497934,1808.2757475563,2397.7917429293,
SP,3514908,Elias Fausto,566.0485958211,1515.7785276088,1963.7419569503,3230.1978705868,
SP,3514924,Elisiário,,,,511.5425668316,
SP,3514957,Embaúba,,,,384.5818404742,
SP,3515004,Embu,1780.6130513904,18338.9645492784,34117.0961771015,50038.2285080012,
SP,3515103,Embu-Guaçu,730.6593398232,3717.9303110074,6405.1057374168,16576.920283532,
SP,3515129,Emilianópolis,,,,1028.512968677,
SP,3515152,Engenheiro Coelho,,,,3157.7625777593,
SP,3515186,Espírito Santo do Pinhal,2914.3146645097,7849.9232619724,7857.350987132,13920.5455905793,
SP,3515194,Espírito Santo do Turvo,,,,788.6234695029,
SP,3515202,Estrela d'Oeste,551.9702806183,1700.5169614337,1138.136819716,2153.989934209,
SP,3515301,Estrela do Norte,146.633491306,256.6045040329,207.5343365439,472.8171237275,
SP,3515350,Euclides da Cunha Paulista,,,,1366.5994458988,
SP,3515400,Fartura,784.735109237,1785.8601348575,1763.3779733959,3634.960453985,
SP,3515509,Fernandópolis,3162.6095198125,10411.1563248977,11878.1905495919,22326.6839926275,
SP,3515608,Fernando Prestes,325.4820261397,918.6519097708,805.609144251,1342.7868122463,
SP,3515657,Fernão,,,,401.3757731091,
SP,3515707,Ferraz de Vasconcelos,2314.2590990051,9712.9705647161,14596.5782480832,31095.5950101047,
SP,3515806,Flora Rica,174.1377214122,523.5502476109,288.5022577679,394.7405356128,
SP,3515905,Floreal,248.4359670712,710.3826922734,534.0302829907,897.3454237716,
SP,3516002,Flórida Paulista,1044.9935362534,1811.0035882509,1593.4683364151,2395.5441558833,
SP,3516101,Florínia,360.4835438353,627.5599845647,355.1206737842,520.9175883879,
SP,3516200,Franca,10032.8621334643,39289.0851164966,57993.6509382523,102041.302732251,
SP,3516309,Francisco Morato,852.1768693786,4622.6578731217,14116.9662173706,23233.7268769532,
SP,3516408,Franco da Rocha,2775.1610634519,10389.5442745381,15355.0529396486,24984.281038968,
SP,3516507,Gabriel Monteiro,136.9712012413,447.7439278932,415.4733590818,603.5187526149,
SP,3516606,Gália,860.0752623373,1479.0559595543,1144.2265990348,1823.9656226412,
SP,3516705,Garça,2817.7536210763,7037.2893430446,6663.7209532836,13019.3621088071,
SP,3516804,Gastão Vidigal,254.1258642015,463.120587842,483.7318737757,948.3271426272,
SP,3516853,Gavião Peixoto,,,,840.242621727,
SP,3516903,General Salgado,767.8693533474,1999.6139438182,2088.8729116888,2780.2706670012,
SP,3517000,Getulina,652.6525609063,1613.4914463689,1289.2866733532,2375.515736783,
SP,3517109,Glicério,243.181003474,688.2720508363,479.2680097362,958.9097298644,
SP,3517208,Guaiçara,319.6162225584,687.0795184746,784.6813057689,2000.8111736865,
SP,3517307,Guaimbê,339.0451867357,703.9460373838,778.1020162704,1036.7698892403,
SP,3517406,Guaíra,1942.1154704103,7074.6253824358,5796.2235721653,10440.6701174133,
SP,3517505,Guapiaçu,279.6554960679,1009.7517759892,1675.106177203,4645.3610429754,
SP,3517604,Guapiara,187.2379194253,1742.0450997636,1662.6435132932,3325.9227868085,
SP,3517703,Guará,845.6509333461,2243.3773081288,2436.6485233178,4632.1700686526,
SP,3517802,Guaraçaí,625.1299669399,1429.725148652,1492.0651685267,2198.3828720977,
SP,3517901,Guaraci,581.3911178264,1592.1854596013,1053.7951028714,2033.2644144375,
SP,3518008,Guarani d'Oeste,276.7269436126,1122.7043855281,879.6873155637,393.6367956735,
SP,3518107,Guarantã,338.6972399093,718.2566945542,645.2752740979,1283.5429392806,
SP,3518206,Guararapes,1700.8385092918,4652.0447272856,4997.2863085112,7894.1294018334,
